Incidenct Code;Customer Company Group;Customer Company;Create Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Urgency;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000978669;IBERIA;IBERIA;19.01.18 17:17;20.01.18 09:12;Resolved;IB EMS: EL SISTEMA NO PUEDE PROCESAR;TKT;Application Tower;PSS;Baja;4-Baja;Se comprueba que ya está emitido el EMD;Mantenimiento Pasaje;INCIDENT;20.01.18;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000978670;IBERIA;IBERIA;19.01.18 15:25;19.01.18 15:25;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;GEST.EQUIPAJES_SERV.AUX (AHMDT01X)
INC000000978671;IBERIA;IBERIA;19.01.18 15:27;19.01.18 15:28;Resolved;Levantada cinta virtual VT0000 y lanzado iopdump PROD-C: Unidad virtual down con cinta asignada.;Operación Ordenadores Unisys;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se levanta cinta virtual segun operativa y se lanza iopdump;Unidad de Operaciones Ordenadores;INCIDENT;19.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000978673;IBERIA;IBERIA;19.01.18 15:52;24.01.18 13:08;Resolved;AMO001 - Fallo Software: no le funcionan las paginas ni la carga de manuales en AMOS.;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;4-Baja;Análisis de impacto: No aplica Acciones realizadas: Se comprueba con la usuaria y con Sonia Inglés (73769) para comprobar el proceso. La usuaria nos sube en una carpeta compartida el fichero de Airbus y lo cargamos en test. La usuaria no seguía el proceso, que es: -Descomprimir el zip -Descomprimir el tar -APN 1524 -Load AMM -Import AMM. Pruebas realizadas: La usuaria carga un fichero con nosotros.;Mantenimiento Operaciones;INCIDENT;24.01.18;SOFTWARE FAILURE;;5;NEO-MARTINEZ VILLERGAS 49;MNG. CAB INTER, PROY Y PR (APXA01)
INC000000978676;IBERIA;IBERIA;19.01.18 16:13;19.01.18 16:15;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;4-Baja;Reseteamos contraseña e informamos a usuario;Unidad de Operaciones Ordenadores;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;DESPACHO VUELOS_HOJAS CAR (AVCC00HC)
INC000000978677;IBERIA;IBERIA;19.01.18 15:48;19.01.18 15:48;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000978678;IBERIA;IBERIA;19.01.18 16:15;19.01.18 16:55;Resolved;cant able to download the invoice copy.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;User reported that it is resolved.;Unidad Control del Servicio;INCIDENT;19.01.18;DATA ISSUE;;0;SIN IDENTIFICAR;
INC000000978681;IBERIA;IBERIA;19.01.18 16:38;23.01.18 17:42;Resolved;Usuario autologon bloqueado;IAG SITA Support;EUC;EUC;Media;2-Alta;We have contacted the SSI group, they have confirmed that they have changed the user's password bjsinformacion. Being a generic user, this account is blocked and the printers do not work either because the characteristics of the printers had been stored with the old password, so that they can not print even if they have logged in with the new password. A colleague of ours has spoken with Kannan, who is going to request a restart by SCCM of all the computers for tonight at 1:00 am and that SSI inform ALL the users of the new password. IbUser: Monica FE: Eva Fernandez;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;ACCESS FAILURE;PASSWORD UNLOCK;4;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000978683;IBERIA;IBERIA;19.01.18 16:42;19.01.18 16:42;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000978684;IBERIA;IBERIA;19.01.18 16:28;;Pending;P09: Problemas Billetes free;JAVA Apps Support;Application Tower;RRHH;Baja;4-Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;29.01.18;SOFTWARE FAILURE;;13;;
INC000000978687;IBERIA;IBERIA;19.01.18 16:39;23.01.18 19:41;Resolved;autologon: inmabcnke error: Error de relación de confianza entre estación confianza y el dominio.;IAG SITA Support;EUC;EUC;Media;3-Medio;FE Name: Alfonso Leon Date of intervention:2018/01/22 On site hours: 10:03 Off site hours:12:13 Work done:Reinstallation of OS and now starts correctly. Release Name:Marc Grau;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;ACCESS FAILURE;PASSWORD UNLOCK;4;BCN AEROPUERTO;MNG EQUIPAJES BARCELONA (AHABO2)
INC000000978689;IAG CARGO;IBERIA;19.01.18 16:53;20.01.18 05:23;Resolved;LINUX_sun - ERROR Gestor MQSeries: BAW en sercoml1. La cola OPT_AVCD_FWB esta llena al 2.0200% (101/;CARGO-FENIX;Application Tower;CARGO;Alta;2-Alta;Both the queues depth are empty now. Process is running fine. So we are closing this ticket;Mantenimiento Cargo;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;1;MANDOS;
INC000000978690;IBERIA;IBERIA;19.01.18 16:51;31.01.18 03:49;Resolved;MAAAG5 - Oracle - Latency Issue;DBA-ORACLE FINANCIALS;Application Tower;Financiero;Baja;4-Baja;Hi Team, As there was no further update on this and assuming that issue was intermittent. I am resolving the incident. Please revert through below mail/phone for any issues. Phone: +91-8867065650 Mail: danish.raza@cognizant.com Regards, Danish Raza;Mantenimiento Financiero;INCIDENT;31.01.18;PERFORMANCE ISSUE;;12;SIN IDENTIFICAR;
INC000000978692;IAG CARGO;BRITISH AIRWAYS;19.01.18 16:55;22.01.18 18:39;Resolved;LHRSBC - IAGCARGO.com - Slowness;CARGO-PORTAL;Application Tower;CARGO;Media;3-Medio;;Mantenimiento Cargo;INCIDENT;26.01.18;SOFTWARE FAILURE;APPLICATION ERROR;3;SIN IDENTIFICAR;
INC000000978694;IBERIA;IBERIA;19.01.18 17:43;22.01.18 14:27;Resolved;Resetear contraseña IBGCCDR;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;[ssI] Como solicitado por el equipo de soporte de la aplicacion se genera la peticion REQ000000774495;Unidad Control del Servicio;INCIDENT;22.01.18;DATA ISSUE;;3;SIN IDENTIFICAR;
INC000000978695;IBERIA;IBERIA;19.01.18 17:52;19.01.18 17:52;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;;
INC000000978696;IAG CARGO;IBERIA;19.01.18 17:36;;Pending;Iberia AVCD system moving very very slow;CARGO-AVCD;Application Tower;CARGO;Media;3-Medio;;Mantenimiento Cargo;INCIDENT;30.01.18;SOFTWARE FAILURE;;13;SIN IDENTIFICAR;
INC000000978697;IBERIA;IBERIA;19.01.18 18:09;19.01.18 18:09;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000978698;IBERIA;IBERIA;19.01.18 17:50;;In Progress;Mail message from CONTROL-M: HA FALLADO EL I19O046, avisar en horario laboral a USCIBMAM (amibmcap@i;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: Falla el proceso porque un fichero que nos envian de fuera ha llegado sin registro de pie. Impact: Se retrasa la carga de la información que contiene el fichero. Root Cause: El sistema de recepción de ficheros, cuando el fichero es muy grande, cataloga el fichero antes de que esté completamente transmitido y lanza el proceso finalizando con error al faltar parte del fichero. Steps Taken: Se revisa que el fichero ya lo tenemos completo, y se ha ejecutado otro proceso posterior correctamente, por lo que se borra el proceso fallado.;Mantenimiento COBOL;INCIDENT;21.01.18;PROCESS FAILURE;BATCH;13;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000978700;IBERIA;IBERIA;19.01.18 18:10;19.01.18 18:10;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA CM RADIO (ABRW00)
INC000000978701;IBERIA;IBERIA;19.01.18 17:58;19.01.18 19:29;Resolved;Fallo Software: SIN ACCESO DESPUES DE REINICIO DE ORDENADOR;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Buenas tardes: Su compañero nos ha informado de que han conseguido entrar en el equipo correctamente, por eso procedemos a cerrar la incidencia. Si el problema persiste, por favor contactenos en 915874700 o en ssi@iberia.es y procedemos a reabrir la incidencia. Un cordial saludo,;Unidad Control del Servicio;INCIDENT;19.01.18;SOFTWARE FAILURE;;0;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000978704;IBERIA;IBERIA;19.01.18 18:24;23.01.18 19:45;Resolved;PANTALLA TÁCTIL de KIOSKO 1 BCN PUENTE AÉREO [BCNPAKIOSK001];IAG SITA Support;EUC;EUC;Baja;4-Baja;FE Name:Alfonso Leon Date of intervention: 2018/01/22 On site hours: 16:11 Off site hours: 17:49 Work done:Restart PC and kiosk working properly. Release Name:Carmen Lillo;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;HARDWARE FAILURE;;4;BCN AEROPUERTO;PUENTE AEREO PAX (AHABS0XK)
INC000000978705;IBERIA;IBERIA;19.01.18 19:01;22.01.18 13:39;Resolved;Usuario bloqueado por inactividad en IBECON;SSI;Service Ops Tower;Service Ops Tower;Media;3-Medio;Se crea peticion REQ000000774374 para la correcta instalacion;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;;3;TERMINAL T4;U.A.C_VENTAS_SPV. (AHMAC01V)
INC000000978706;IBERIA;IBERIA;19.01.18 19:07;22.01.18 09:07;Resolved;[SEG010] Usuario fallo sincronía;OAM/OIM/OVD/OIF/OSB Support;Application Tower;HerramientasIT;Baja;4-Baja;Cambio de contraseña;Mantenimiento Herramientas IT & DBAs;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD;3;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000978707;IBERIA;IBERIA;19.01.18 19:18;22.01.18 09:37;Resolved;IMPOSIBILIDAD REALIZAR RESERVAS DESCUENTO RESIDENTE-78219271-5810;IBIS_NDC_GAR;Delivery;Delivery;Media;3-Medio;JRT no tiene todavía disponible la posibilidad de seleccionar descuento de residentes.;MANTENIMIENTO IB.COM;INCIDENT;22.01.18;SOFTWARE FAILURE;;3;SIN IDENTIFICAR;
INC000000978709;IBERIA;IBERIA;19.01.18 20:18;22.01.18 14:07;Resolved;P09: Problemas Billetes free;JAVA Apps Support;Application Tower;RRHH;Baja;4-Baja;got confirmation from the user that issue is resloved;Mantenimiento Corporativa y RRHH;INCIDENT;22.01.18;SOFTWARE FAILURE;;3;SIN IDENTIFICAR (BARCELONA);RAMPA BARCELONA (AHABU0RA)
INC000000978710;IBERIA;IBERIA;19.01.18 19:10;19.01.18 19:17;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;4-Baja;Reseteamos contraseña e informamos a usuario;Unidad de Operaciones Ordenadores;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;VGO AEROPUERTO;POLIVALENCIA VIGO PAX (AHAYG0PZ)
INC000000978711;IBERIA;IBERIA;19.01.18 19:34;19.01.18 19:34;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;TERMINAL T4;MNG. COORDINACION (AHMDI0)
INC000000978712;IBERIA;IBERIA;19.01.18 19:10;22.01.18 09:05;Resolved;ERRORES EN SERVICIO DE REACOM. Por favor avisar OnCall SAPAS para su verificación (Aplicación REI00;SAPAS;Application Tower;PSS;Baja;4-Baja;Error al hacer la UB ya que se trata de un pax sujeto a espacio,;Mantenimiento Pasaje;INCIDENT;22.01.18;PERFORMANCE ISSUE;;3;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000978713;IBERIA;IBERIA;19.01.18 20:06;31.01.18 00:38;Resolved;Problema con multifunción Konica Minolta;SSI;Service Ops Tower;Service Ops Tower;Media;3-Medio;Se cierra esta incidencia debido a la falta de contacto de usuario, para proceder a su reapertura dispone de 60 días y proporcionando la información necesaria para la resolución por parte del equipo.;Unidad Control del Servicio;INCIDENT;31.01.18;PRINTING FAILURE;;12;TERMINAL T4;U.A.C_VENTAS_SPV. (AHMAC01V)
INC000000978715;IAG CARGO;IBERIA;19.01.18 19:19;20.01.18 05:24;Resolved;LINUX_sun - ERROR Gestor MQSeries: BAW en sercoml1. La cola OPT_AVCD_FWB esta llena al 0.6600% (33/5;CARGO-FENIX;Application Tower;CARGO;Baja;4-Baja;Both the queues depth are empty now. Process is running fine. So we are closing this ticket;Mantenimiento Cargo;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;1;SIN IDENTIFICAR;
INC000000978716;IBERIA;IBERIA;19.01.18 19:29;19.01.18 19:29;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;;
INC000000978718;IBERIA;IBERIA;19.01.18 19:59;22.01.18 14:51;Resolved;PROBLEMAS PARA ENTRAR EN LOS MANUALES DE CIAS ASISTIDAS;SSI;Service Ops Tower;Service Ops Tower;Media;3-Medio;Buenos días Al estar presentando fallo para acceder a un sharepoint externo con una cuenta, al igual, externa, debe usted contactar con el servicio técnico de tal compañía para reportar el problema. Ya que, desde Sistemas Iberia,no se da soporte a sharepoints externos al nuestro.;Unidad Control del Servicio;INCIDENT;22.01.18;SOFTWARE FAILURE;;3;AGP AEROPUERTO;PRODUCCION PASAJEROS (AHARS00S)
INC000000978720;IBERIA;IBERIA;19.01.18 19:44;19.01.18 19:59;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;4-Baja;Reseteamos contraseña e informamos a usuario;Unidad de Operaciones Ordenadores;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;VGO AEROPUERTO;POLIVALENCIA VIGO PAX (AHAYG0PZ)
INC000000978722;IBERIA;IBERIA;19.01.18 20:47;26.01.18 11:12;Resolved;Teléfono averiado en HUB Control, T4;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;El cableado estaba cambiado de posicion en el conmutador, ya esta correcto.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;26.01.18;TELEPHONY FAILURE;;7;TERMINAL T4;JEFE EXPLOTACIÓN (AH1001)
INC000000978724;IBERIA;IBERIA;19.01.18 20:47;19.01.18 20:47;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;;
INC000000978725;IBERIA;IBERIA;19.01.18 21:24;19.01.18 21:24;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000978728;IBERIA;IBERIA;19.01.18 21:36;19.01.18 21:36;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (MADRID BARAJAS);GE.ESTAND Y PROC- ASIST T (AVY000AS)
INC000000978729;IBERIA;IBERIA;19.01.18 21:48;30.01.18 10:48;Resolved;Escritorio Remoto (Remote Desktop);WINDOWS ES;Server Tower;Server Tower;Baja;4-Baja;user added to pc via new group;Unidad de Operaciones Ordenadores;INCIDENT;30.01.18;ACCESS FAILURE;;11;SIN IDENTIFICAR;
INC000000978730;IBERIA;IBERIA;19.01.18 22:29;19.01.18 22:29;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000978732;IBERIA;IBERIA;19.01.18 22:32;19.01.18 22:32;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad para poder reiniciarle la contraseña.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000978733;IBERIA;IBERIA;19.01.18 23:10;20.01.18 19:09;Resolved;ALERTA-CRI ERROR CRITICO EN ROBOT BATCH (Proceso: Emision EURO MCO);AM_MTO_IBCOM;Application Tower;Ib.com;Media;3-Medio;[20/1/2018] NIIT.mpsingh The stuck PNR has been removed from the robot and Israel has been informed about the same. Robot has been restarted.;MANTENIMIENTO IB.COM;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;1;MANDOS;
INC000000978737;IBERIA;IBERIA;20.01.18 00:25;20.01.18 06:37;Resolved;LINUX_sun - ibcewl1.ib : Filesystem trazas esta ocupado al 95.04%. Avisar a OnCall de IBERIACOM.;AM_MTO_IBCOM;Application Tower;Ib.com;Media;3-Medio;[20/1/2017] NIIT.mpsingh Older logs have been cleared. Closing the incident;MANTENIMIENTO IB.COM;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000978741;IBERIA;IBERIA;20.01.18 02:08;23.01.18 20:02;Resolved;Incidencia en impresora.;IAG SITA Support;EUC;EUC;Baja;4-Baja;FE Name:Eduardo Serrano Date of intervention:2018/01/22 On site hours: 10:31 Off site hours: 10:57 Work done:Printer configuration. tests ok. Release Name:David;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;PRINTING FAILURE;;3;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000978742;IBERIA;IBERIA;20.01.18 02:20;20.01.18 02:20;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;20.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (LA HABANA);PER.LOCAL REPRESENTACION (AV0000V0)
INC000000978743;IBERIA;IBERIA;20.01.18 04:41;20.01.18 04:41;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;20.01.18;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000978749;IBERIA;IBERIA;20.01.18 05:32;22.01.18 16:38;Resolved;Caso phishing.;Conectividad de red;Network Tower;Network Tower;Baja;4-Baja;RFO: It has been locked the URL and the IP addresses.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;SECURITY ISSUE.CYBERATTACKS;PHISING;2;SIN IDENTIFICAR;
INC000000978752;IBERIA;IBERIA;19.01.18 15:45;19.01.18 15:45;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000978753;IBERIA;IBERIA;19.01.18 15:46;19.01.18 15:46;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;SIN IDENTIFICAR;
INC000000978755;IAG CARGO;BRITISH AIRWAYS;19.01.18 15:51;;In Progress;LHRSBC - OPTIMA IB - Functionality Issue;CARGO-OPTIMA ACN;Application Tower;CARGO;Baja;4-Baja;;Mantenimiento Cargo;INCIDENT;29.01.18;SOFTWARE FAILURE;;13;SIN IDENTIFICAR;
INC000000978756;IBERIA;IBERIA;19.01.18 16:44;23.01.18 17:34;Resolved;Fallo Software: NO FUNCIONAN DOS ORDENADORES;IAG SITA Support;EUC;EUC;Media;3-Medio;Machine has ben restarted during the scheduled time and after restarting the issue has been fixed;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;SOFTWARE FAILURE;;4;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000978757;IBERIA;IBERIA;19.01.18 16:01;19.01.18 16:58;Resolved;FFERNANDEZO 18495 OUTLOOK;IAG EUC Support;EUC;EUC;Alta;2-Alta;problema momentaneo;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;19.01.18;SOFTWARE FAILURE;;0;HANGAR 6;TMA MECANICA. PROD CAD1 H (AMIRD0FA)
INC000000978758;IBERIA;IBERIA;19.01.18 18:14;19.01.18 18:14;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;TFS AEROPUERTO;PASAJEROS TENERIFE SUR (AHALUSPA)
INC000000978759;IBERIA;IBERIA;19.01.18 16:28;22.01.18 10:02;Resolved;Escalado Alerta: LINUX_sun - Error SAN: Revisar puerto por posible congestion. Switch - DCX-CPD-A_OP;GSAN;Server Tower;Server Tower;Baja;4-Baja;No afecta al resto de la SAN;Unidad de Operaciones Ordenadores;INCIDENT;22.01.18;PERFORMANCE ISSUE;;3;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000978764;IBERIA;IBERIA;19.01.18 17:15;23.01.18 20:03;Resolved;Error en Pantalla de Transitos;IAG SITA Support;EUC;EUC;Media;3-Medio;FE Name:Eduardo Serrano Date of intervention:2018/01/22 On site hours: 08:20 Off site hours: 08:23 Work done:restart application. tests ok. Release Name:Maria;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;HARDWARE FAILURE;;4;SIN IDENTIFICAR;
INC000000978766;IBERIA;IBERIA;19.01.18 17:51;19.01.18 17:51;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;BCN AEROPUERTO;MNG. ATENCIÓN AL PASAJER (AHABS0)
INC000000978770;IBERIA;IBERIA;19.01.18 18:17;19.01.18 18:19;Resolved;[ICC001] Eliminar vuelos Salesforce SALA VIP Velazquez;SSCCLMZ;Service Ops Tower;Service Ops Tower;Alta;1-Crítica;Eliminamos los vuelos;Unidad Control del Servicio;INCIDENT;19.01.18;DATA ISSUE;;0;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000978771;IBERIA;IBERIA;19.01.18 18:00;20.01.18 21:29;Resolved;LINUX_ibm - bdgl3 : Filesystem backup is used 90.02%. Call out to DBA-SERVER-Support.;DBA-Server-Support;Server Tower;Server Tower;Media;3-Medio;ols logs removed and now its 10%;Unidad de Operaciones Ordenadores;INCIDENT;20.01.18;SOFTWARE FAILURE;APPLICATION ERROR;1;MANDOS;
INC000000978772;IBERIA;IBERIA;19.01.18 18:20;19.01.18 18:20;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;TFS AEROPUERTO;PASAJEROS TENERIFE SUR (AHALUSPA)
INC000000978773;IBERIA;IBERIA;19.01.18 18:56;19.01.18 19:04;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;4-Baja;Reseteamos contraseña e informamos a usuario;Unidad de Operaciones Ordenadores;INCIDENT;19.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;DESPACHO AVIONES_AG. ADM. (AHMDC01A)
